,stat_field,unique_value,count
53998,Well Name,34-1 NOWSTRUP,1
53999,Well Name,34-1 OREGON COULEE,1
54000,Well Name,34-1 PLATTE FARMS,1
54001,Well Name,34-1 ROEDESKE,1
54002,Well Name,34-1 ROHLAM,1
54003,Well Name,34-1 SCOTT,1
54004,Well Name,34-1 STATE,1
54005,Well Name,34-1 STATE-SMITH,1
54006,Well Name,34-1 UPRR,1
54007,Well Name,34-1 UPRR-HOLMQUIST,1
54008,Well Name,34-1 UTE,1
54009,Well Name,34-1 UTE-TRIBAL,1
54010,Well Name,34-1 VOLESKY,1
54011,Well Name,34-1-D PAINTER RESERVOIR,1
54012,Well Name,34-10 BIRDSALL,1
54013,Well Name,34-10 GOETZ-FEE,1
54014,Well Name,34-10 KIRSCHTEN,1
54015,Well Name,34-10 SCHURICHT,1
54016,Well Name,34-10 SWANSON RIV UNIT,1
54017,Well Name,34-10 UNIT,1
54018,Well Name,34-11 BROWNELL,1
54019,Well Name,34-11 COX,1
54020,Well Name,34-11 LITTLE BEAVER,1
54021,Well Name,34-11 PETERSON,1
54022,Well Name,34-11 TILUS SEPPALA,1
54023,Well Name,34-11 UPRR,1
54024,Well Name,34-11 UTE MTN,1
54025,Well Name,34-12 BURTON,1
54026,Well Name,34-12 FEDERAL,1
54027,Well Name,34-12 HAY DAM,1
54028,Well Name,34-12 MANNING,1
54029,Well Name,34-12 MURPHY,1
54030,Well Name,34-12 PINETREE,1
54031,Well Name,34-12 SEEGRIST,2
54032,Well Name,34-12 SLAWSON,1
54033,Well Name,34-12 STATE,1
54034,Well Name,34-12 VEGA UNIT,1
54035,Well Name,34-13 CUYKENDELL,1
54036,Well Name,34-13 DICKEY,1
54037,Well Name,34-13 FEDERAL,2
54038,Well Name,34-13 FOSTER BROS,1
54039,Well Name,34-13 GROUSE,2
54040,Well Name,34-13 HILTON,1
54041,Well Name,34-13 HOLMES FEDERAL,1
54042,Well Name,34-13 HOLMES-FEDERAL,1
54043,Well Name,34-13 HOUGEN,1
54044,Well Name,34-13 LITTLE BEAVER,1
54045,Well Name,34-13 MILLIE,1
54046,Well Name,34-13 MORAN,1
54047,Well Name,34-13 STRICKLING,1
54048,Well Name,34-13 VEGA UNIT,1
54049,Well Name,34-13-A USA,1
54050,Well Name,34-13B PINE UNIT,1
54051,Well Name,34-14 KEELINE,1
54052,Well Name,34-14 MCCARTHY,1
54053,Well Name,34-14 ND-FEDERAL,1
54054,Well Name,34-14 STATES FEDERAL,1
54055,Well Name,34-14-86 USA,1
54056,Well Name,34-14A PINE UNIT,1
54057,Well Name,34-15 FEDERAL,1
54058,Well Name,34-15 HUCKABAY FEDERAL,1
54059,Well Name,34-15 MCCAW,1
54060,Well Name,34-15 SHOEMAKER,1
54061,Well Name,34-15 SIGNAL FEDERAL,1
54062,Well Name,34-15 STEINHAUSER,1
54063,Well Name,34-15-P,1
54064,Well Name,34-16 CHAMPLIN-STATE,1
54065,Well Name,34-16 HUNT,1
54066,Well Name,34-16 JAKEYS RIDGE,1
54067,Well Name,34-16 SCHMIDT STATE,1
54068,Well Name,34-16 STATE,3
54069,Well Name,34-16 WYMAN,1
54070,Well Name,34-16A,1
54071,Well Name,34-16S STATE,1
54072,Well Name,34-17 BEUCK,2
54073,Well Name,34-17 BRANDJORD,1
54074,Well Name,34-17 ECHO-FEDERAL,1
54075,Well Name,34-17 FEDERAL,1
54076,Well Name,34-17 HAYDEN,1
54077,Well Name,34-17 LARSON,1
54078,Well Name,34-17 MAU PARTNERSHIP,1
54079,Well Name,34-17 MOLE HILL,1
54080,Well Name,34-17 VOGT,1
54081,Well Name,34-17-P,1
54082,Well Name,34-18 CLAPSADDLE,1
54083,Well Name,34-18 FEDERAL,2
54084,Well Name,34-18 FISCHER,1
54085,Well Name,34-18 GOVERNMENT,2
54086,Well Name,34-18 GREGERSEN,1
54087,Well Name,34-18 MULE CREEK FEDERAL,1
54088,Well Name,34-18 ROCCHIO,1
54089,Well Name,34-19 FEDERAL,1
54090,Well Name,34-19 MITTELSTADT,1
54091,Well Name,34-19 OVERBY,1
54092,Well Name,34-19 PINE UNIT,1
54093,Well Name,34-2,1
54094,Well Name,34-2 ANDERSON,1
54095,Well Name,34-2 ARE (ANSCHUTZ RANCH),1
54096,Well Name,34-2 BOYER,1
54097,Well Name,34-2 FEDERAL,1
54098,Well Name,34-2 GOVT,1
54099,Well Name,34-2 JOHN FEE,1
54100,Well Name,34-2 JUDD,1
54101,Well Name,34-2 LYNNE,1
54102,Well Name,34-2 MERLIN JOHNSON,1
54103,Well Name,34-2 MOUNTAIN LION-FEDERAL,1
54104,Well Name,34-2 NW MURPHY DOME,1
54105,Well Name,34-2 SNIFF RANCH,1
54106,Well Name,34-2 STATE,1
54107,Well Name,34-20 APM-FEDERAL,1
54108,Well Name,34-20 COOPER GRAIN CO,1
54109,Well Name,34-20 DODGE,1
54110,Well Name,34-20 EVERSON,1
54111,Well Name,34-20 FEDERAL,1
54112,Well Name,34-20 GOVT,1
54113,Well Name,34-20 LICKPAW,1
54114,Well Name,34-20 SANDBURG-FED,1
54115,Well Name,34-21 CABIN CREEK,1
54116,Well Name,34-21 D.CHRISTENSON,1
54117,Well Name,34-21 E. FONTENELLE,1
54118,Well Name,34-21 FEDERAL,2
54119,Well Name,34-21 INVESTMENT MANAGEMENT,1
54120,Well Name,34-21 WADLEIGH,2
54121,Well Name,34-21-E FEDERAL,1
54122,Well Name,34-22 A HASSE,1
54123,Well Name,34-22 ALTUS-BLACK HAWK-NEIBER,1
54124,Well Name,34-22 BLACKHAWK,1
54125,Well Name,34-22 CARPENTER,1
54126,Well Name,34-22 LEISCHUCK,1
54127,Well Name,34-22 TRUE-CENTRAL-FEDERAL-CHORNEY,1
54128,Well Name,34-224 VEGA FEDERAL,2
54129,Well Name,34-23 FED,1
54130,Well Name,34-23 GAEC PICKETT,1
54131,Well Name,34-23 GAZE PICKETT,1
54132,Well Name,34-23 GOVT,1
54133,Well Name,34-23 KIRKLAND STATE,1
54134,Well Name,34-23 NEW FORKS CARNEY,1
54135,Well Name,34-23 NICHOLSON,1
54136,Well Name,34-23X BERRY,1
54137,Well Name,34-24 BRYANT,1
54138,Well Name,34-24 FEDERAL,1
54139,Well Name,34-24 HDMAN,1
54140,Well Name,34-24 MORTENSON,1
54141,Well Name,34-24 TRAVERS,1
54142,Well Name,34-24 USA-D2,2
54143,Well Name,34-24 VEGA UNIT,1
54144,Well Name,34-24-20 FEDERAL,1
54145,Well Name,34-24A PINE UNIT,1
54146,Well Name,34-25 BALLEN-GOVT,1
54147,Well Name,34-25 FEDERAL,1
54148,Well Name,34-25 KIRCHOFF,1
54149,Well Name,34-25 MCKENZIE FEDERAL,1
54150,Well Name,34-25 USA,1
54151,Well Name,34-25-20 FEDERAL,1
54152,Well Name,34-25-31-82 GOVT.,1
54153,Well Name,34-25A PINE UNIT,1
54154,Well Name,34-26 FARSON FEDERAL,1
54155,Well Name,34-26 GOVT,1
54156,Well Name,34-26-8 GRIEVES,1
54157,Well Name,34-27 BN CIG,1
54158,Well Name,34-27 CHURCH,1
54159,Well Name,34-27 DAVIS FEDERAL,1
54160,Well Name,34-27 FEDERAL DAVIS,1
54161,Well Name,34-27 GLEN BENCH,1
54162,Well Name,34-27 IBERLIN,1
54163,Well Name,34-27 SMITH ETAL,1
54164,Well Name,34-27 THAR-FEDERAL,1
54165,Well Name,34-27-33-95 GOVERNMENT,1
54166,Well Name,34-27-57-97 WEBB,1
54167,Well Name,34-28 BERGER,1
54168,Well Name,34-28 EUBANK CATTLE,1
54169,Well Name,34-28 EUBANK CATTLE CO,1
54170,Well Name,34-28 PHEASANT FEE,1
54171,Well Name,34-28 WILLIAMS,1
54172,Well Name,34-29,1
54173,Well Name,34-29 JN-FEDERAL,1
54174,Well Name,34-29 NORTH RUGER,1
54175,Well Name,34-29 UP,1
54176,Well Name,34-29G,1
54177,Well Name,34-3 BALACE ROVICH,1
54178,Well Name,34-3 FEDERAL,3
54179,Well Name,34-3 FLOCCHINI,1
54180,Well Name,34-3 JUDD,1
54181,Well Name,34-3 NELSON FEE,1
54182,Well Name,34-3 TILUS,1
54183,Well Name,34-30 FED,1
54184,Well Name,34-30 FEDERAL BEAMERS,1
54185,Well Name,34-30 STRANG TRUST,1
54186,Well Name,34-30 UNION STATE,1
54187,Well Name,34-30-21 STATE,1
54188,Well Name,34-30-39-61 KANE,1
54189,Well Name,34-30A BEAMERS BLUFF,1
54190,Well Name,34-30A FED. BEAMERS BLUFF,1
54191,Well Name,34-31 DUNLAP,1
54192,Well Name,34-31 FISHER,1
54193,Well Name,34-31 JACKSON,1
54194,Well Name,34-31 MCGAHEY FEDERAL,1
54195,Well Name,34-31 RUFFCORN RANCH,1
54196,Well Name,34-31 SHERMAN-FEDERAL,1
54197,Well Name,34-31 STATE KORDONOWY,1
54198,Well Name,34-311 VEGA UNIT,1
54199,Well Name,34-314 VEGA UNIT,1
54200,Well Name,34-31B PAINTER RESERVOIR,1
54201,Well Name,34-32 FED,1
54202,Well Name,34-32 GOVERNMENT,1
54203,Well Name,34-32 HALVERSON,1
54204,Well Name,34-32 HAY,1
54205,Well Name,34-32 STATE,1
54206,Well Name,34-32 TRICENTOL FEDERAL,1
54207,Well Name,34-32 TRICENTROL-FEDERAL,1
54208,Well Name,34-32-11 EFFINGER,1
54209,Well Name,34-32-51-68 KUMMERFELD-FEE,1
54210,Well Name,34-324 VEGA UNIT & SIDETRACK,1
54211,Well Name,34-33 AMOCO-CHAMPLIN,1
54212,Well Name,34-33 GEORGE ADAMS,1
54213,Well Name,34-33 GOVT,1
54214,Well Name,34-33 HAIVALA,1
54215,Well Name,34-33 MURPHY,1
54216,Well Name,34-33-H-5 O DEAHL,1
54217,Well Name,34-331 VEGA UNIT & SIDETRACK,1
54218,Well Name,34-34 GOVERNMENT,1
54219,Well Name,34-34 HODGES FEDERAL,1
54220,Well Name,34-34 IBERLIN,1
54221,Well Name,34-34 KOENIG FEE,1
54222,Well Name,34-34 LL &E DORCHERSTER,1
54223,Well Name,34-34 NANCY-FEDERAL,1
54224,Well Name,34-34 O'NEIL,1
54225,Well Name,34-34 THOMPSON,1
54226,Well Name,34-34 THOMPSON B,1
54227,Well Name,34-35 O'CONNER,1
54228,Well Name,34-35 VIKING GOVERNMENT,1
54229,Well Name,34-35 VIKING-GOVERNMENT,1
54230,Well Name,34-36 LUTZ,1
54231,Well Name,34-36 SEARS-STATE,1
54232,Well Name,34-36 STATE,6
54233,Well Name,34-4  NARCO BARNES,1
54234,Well Name,34-4 FEDERAL,5
54235,Well Name,34-4 LINDSEY,1
54236,Well Name,34-4 O'DONNELL,1
54237,Well Name,34-4 RICE-RANCH,1
54238,Well Name,34-4 TYREX FEDERAL,1
54239,Well Name,34-4 USA,1
54240,Well Name,34-4 WAR CLUB TRIBAL,1
54241,Well Name,34-41 MOORE BOYER,1
54242,Well Name,34-411 VEGA UNIT,1
54243,Well Name,34-43 SLICK CREEK,1
54244,Well Name,34-4A PINE UNIT,1
54245,Well Name,34-5 BIRDSALL,1
54246,Well Name,34-5 CRATCHETT,1
54247,Well Name,34-5 FEDERAL,2
54248,Well Name,34-5 GPE-BN,1
54249,Well Name,34-5 WRIGHT,2
54250,Well Name,34-58-83-8 FEDERAL,1
54251,Well Name,34-5H FEDERAL,1
54252,Well Name,34-5X KOTTHOFF,1
54253,Well Name,34-6,1
54254,Well Name,34-6 BOTT GOV'T UNIT,1
54255,Well Name,34-6 DURHAM,1
54256,Well Name,34-6 DURHAM FEDERAL,1
54257,Well Name,34-6 GRBU,1
54258,Well Name,34-6 HIRSCH FEDERAL,1
54259,Well Name,34-6 MCGINNITY,1
54260,Well Name,34-6 SAWMILL FEDERAL,1
54261,Well Name,34-6 TANNER FEDERAL,1
54262,Well Name,34-6 USA-KIRKWOOD-CENERGY,1
54263,Well Name,34-7 EMC SCHURICHT,1
54264,Well Name,34-7 HUNTER,1
54265,Well Name,34-7 LOMBARD BUTTE FEDERAL,1
54266,Well Name,34-7 SMITH FEDERAL,1
54267,Well Name,34-7 UPRR,1
54268,Well Name,34-8 ALTEN BURG,1
54269,Well Name,34-8 ARDENE,1
54270,Well Name,34-8 BUCKHAMMER,1
54271,Well Name,34-8 FEDERAL,2
54272,Well Name,34-8 MARATHON FEDERAL,1
54273,Well Name,34-8 PAIUTE FEDERAL,1
54274,Well Name,34-9 BFO-FED,1
54275,Well Name,34-9 CATTLE KATE,1
54276,Well Name,34-9 FEDERAL,1
54277,Well Name,34-9 JOHNSON,1
54278,Well Name,34-9 O E,1
54279,Well Name,34-C-3 ANETH,1
54280,Well Name,34-LOT 53,1
54281,Well Name,34-T UNIT,1
54282,Well Name,340-C,2
54283,Well Name,341-C,1
54284,Well Name,342 CHAMPLIN,1
54285,Well Name,342-C,1
54286,Well Name,343-C,1
54287,Well Name,344-C,1
54288,Well Name,3452-9 WREN,1
54289,Well Name,346 STATE 3,1
54290,Well Name,3478-2 STATE OF NEBRASKA,1
54291,Well Name,34A-33-2-7 PROTHRO RANCH,1
54292,Well Name,34C DEER CREEK,1
54293,Well Name,34D-7 UPRR,1
54294,Well Name,34F-31 BLUE FOREST UNIT,1
54295,Well Name,34X-13 UNIT,1
54296,Well Name,34X-15 COCKREHAM,1
54297,Well Name,34X-18 EDWARDS,1
54298,Well Name,34X-2 HOWIE,1
54299,Well Name,34X-21 GAS CITY UNIT,1
54300,Well Name,34X-22 BOBCAT,1
54301,Well Name,34X-3 ARCH APEX-PARSELL,1
54302,Well Name,34X-31-1 U.S.GOVT,1
54303,Well Name,34X-31-1 USA,1
54304,Well Name,34X-34 GOLDEN,1
54305,Well Name,34X-36 BRUSVEN-STATE,1
54306,Well Name,34X-3A PINE UNIT,1
54307,Well Name,34X-7 BURLINGTON NORTHERN,1
54308,Well Name,34X-7 HARMON,1
54309,Well Name,35 ALLEN,1
54310,Well Name,35 AVENUE UNIT,1
54311,Well Name,35 BOEHM,1
54312,Well Name,35 CULP DRAW II UNIT,1
54313,Well Name,35 INDIAN CREEK II UNIT,1
54314,Well Name,35 LATIGO,1
54315,Well Name,35 MGCH,1
54316,Well Name,35 MORRISON,1
54317,Well Name,35 SEAM,1
54318,Well Name,35 STEWART,1
54319,Well Name,35 UNIT,5
54320,Well Name,35 UNIT (CHURCH BUTTES),1
54321,Well Name,35 WALKER HOLLOW UNIT,1
54322,Well Name,35 WERTZ,1
54323,Well Name,35-1 AMOCO,1
54324,Well Name,35-1 B&H RANCH,1
54325,Well Name,35-1 BANDY-ANDERSON,1
54326,Well Name,35-1 BURLINGTON,1
54327,Well Name,35-1 BURLINGTON-NORTHERN C,1
54328,Well Name,35-1 BURLINGTON-NORTHERN D,1
54329,Well Name,35-1 CABEEN-FEDERAL,1
54330,Well Name,35-1 CANSO-CONROY SWAN-AXTON,1
54331,Well Name,35-1 CONOCO-DUNCAN,1
54332,Well Name,35-1 COTTONPICKER-FEDERAL,1
54333,Well Name,35-1 FEDERAL,3
54334,Well Name,35-1 FEDERAL /C-15234,1
54335,Well Name,35-1 GOODSTEIN-MKM-GOVERNMENT,1
54336,Well Name,35-1 GOVERNMENT,6
54337,Well Name,35-1 HAMILTON FEDERAL,1
54338,Well Name,35-1 HUMPHREY,1
54339,Well Name,35-1 MCNAMARA,1
54340,Well Name,35-1 NAVAJO,1
54341,Well Name,35-1 OLSON,1
54342,Well Name,35-1 SCHMITT,1
54343,Well Name,35-1 SPEAKER,1
54344,Well Name,35-1 STATE,3
54345,Well Name,35-1 UPRR,3
54346,Well Name,35-1 USA MOORE,1
54347,Well Name,35-1 WOODS FEDERAL,1
54348,Well Name,35-1 WRIGHT,1
54349,Well Name,35-1-GOVT,1
54350,Well Name,35-10 PINE TREE UNIT,1
54351,Well Name,35-10 PINETREE UNIT,1
54352,Well Name,35-11 BN,1
54353,Well Name,35-11 EIDE,1
54354,Well Name,35-11 HAYES,1
54355,Well Name,35-12 HUNT,1
54356,Well Name,35-121 VEGA FEDERAL,1
54357,Well Name,35-13 AUDMUNDSON,1
54358,Well Name,35-13 CHAMBERLAIN,1
54359,Well Name,35-13 HUNT,1
54360,Well Name,35-13 LITTLE NANCY FEDERAL,1
54361,Well Name,35-13 NANCY COW CANYON FEDERAL,1
54362,Well Name,35-13 STATE,1
54363,Well Name,35-13 STATE-WEBB,1
54364,Well Name,35-13 WALTERS,1
54365,Well Name,35-13-33 3 BNI,1
54366,Well Name,35-13-33 BN,1
54367,Well Name,35-14 FEDERAL,1
54368,Well Name,35-14 HAYES,1
54369,Well Name,35-14 TAYLOR FEDERAL,2
54370,Well Name,35-142-100-1-F,1
54371,Well Name,35-15 STATE,1
54372,Well Name,35-16 ARTHUM,1
54373,Well Name,35-2 BERGREN MCGUIRE,1
54374,Well Name,35-2 BULL,1
54375,Well Name,35-2 CHRISTMAS CREEK II,1
54376,Well Name,35-2 COTTONWOOD CREEK FEDERAL,1
54377,Well Name,35-2 FEDERAL,1
54378,Well Name,35-2 GOVERNMENT,3
54379,Well Name,35-2 OLSEN,1
54380,Well Name,35-2 SORENSON,1
54381,Well Name,35-22 FED.FONTENELLE UNIT II,1
54382,Well Name,35-22 SADDLE ROCK UNIT,1
54383,Well Name,35-22 UPRR,1
54384,Well Name,35-23 DUNCAN-LADD-FED,1
54385,Well Name,35-23 POOL,1
54386,Well Name,35-23 SOSKE,1
54387,Well Name,35-24 BN-DEPCO-BOWLINE CRK.,1
54388,Well Name,35-3 FEDERAL,2
54389,Well Name,35-3 FRARY,1
54390,Well Name,35-3 GOVERNMENT,2
54391,Well Name,35-3 GOVT A,1
54392,Well Name,35-3 HEISE,1
54393,Well Name,35-3 HUBER,1
54394,Well Name,35-31 SLICK CREEK,1
54395,Well Name,35-31 SLICK CREEK FEDERA,1
54396,Well Name,35-32 PATTI LOU PUCKETT DAWKINS,1
54397,Well Name,35-321 VEGA FEDERAL,1
54398,Well Name,35-34 BN BOWLING CREEK,1
54399,Well Name,35-35 EAGLE SPRINGS UNIT,1
54400,Well Name,35-4 AZTEC-FEDERAL,1
54401,Well Name,35-4 BOGART CANYON,1
54402,Well Name,35-4 CADWELL,1
54403,Well Name,35-4 GOVT A,1
54404,Well Name,35-4 STATE,1
54405,Well Name,35-4 W C BELL EX US,1
54406,Well Name,35-42 GOVERNMENT,1
54407,Well Name,35-43 KLEM,1
54408,Well Name,35-44 COTTONWOOD CREED-FEDERAL,1
54409,Well Name,35-44 COTTONWOOD CREEK,1
54410,Well Name,35-44 CROOKED DRAW-FED.,1
54411,Well Name,35-5 ALTENBERG,1
54412,Well Name,35-5 BURLINGTON NORTHERN,2
54413,Well Name,35-5 GOVT A,1
54414,Well Name,35-5 PHILLIPS-FED,1
54415,Well Name,35-5 SALTER,1
54416,Well Name,35-5 STRAND,1
54417,Well Name,35-6 GOVT A,1
54418,Well Name,35-7 FEDERAL,1
54419,Well Name,35-7 REPASS,1
54420,Well Name,35-7 TRUCANO,1
54421,Well Name,35-8 FEDERAL,2
54422,Well Name,35-88 LONG VALLEY,1
54423,Well Name,35-9 FEDERAL,1
54424,Well Name,35-A-1 GOVERNMENT,1
54425,Well Name,35-B CHRISTMAS CREEK,1
54426,Well Name,35-D BOULDER RIDGE UNIT,1
54427,Well Name,35-D-11 UNIT,1
54428,Well Name,35-D11 WEST POISON SPIDER,1
54429,Well Name,35-F-4 UNIT,1
54430,Well Name,35-S-10,1
54431,Well Name,35-SX-3 NPR,1
54432,Well Name,35-T GOVERNMENT,1
54433,Well Name,35-UNIT (WILSON CREEK),1
54434,Well Name,354-1 CAROL,1
54435,Well Name,35B-13 CARRACAS UNIT,1
54436,Well Name,36 ARKLA,1
54437,Well Name,36 BOEHM,1
54438,Well Name,36 CHURCH BUTTES,1
54439,Well Name,36 CULP DRAW II UNIT,1
54440,Well Name,36 EHRLICH,1
54441,Well Name,36 KINNEY COASTAL,1
54442,Well Name,36 LATIGO,1
54443,Well Name,36 MGCH,1
54444,Well Name,36 SANTA FE,1
54445,Well Name,36 UNIT,5
54446,Well Name,36 UNIT WERTZ B,1
54447,Well Name,36 UPPER VALLEY,1
54448,Well Name,36 UPPER VALLEY UNIT,1
54449,Well Name,36 UPRR 1,1
54450,Well Name,36 WILSON CREEK UNIT,1
54451,Well Name,36-1 ALTUS KENAL STATE,1
54452,Well Name,36-1 ALTUS-KENAI STATE,1
54453,Well Name,36-1 BEAR STATE,1
54454,Well Name,36-1 BELLMONT,1
54455,Well Name,36-1 BELMONT STATE,1
54456,Well Name,36-1 BOB CREEK,1
54457,Well Name,36-1 BRUSH CREEK STATE,1
54458,Well Name,36-1 BUCK MOUNTAIN,1
54459,Well Name,36-1 CENTURY STATE,1
54460,Well Name,36-1 CHAMBER STATE,1
54461,Well Name,36-1 COTTONWOOD CREEK STATE,1
54462,Well Name,36-1 CZAR STATE,1
54463,Well Name,36-1 FEDERAL-MORRISON,1
54464,Well Name,36-1 GOODSTEIN-STATE,1
54465,Well Name,36-1 LANE-STATE,1
54466,Well Name,36-1 MADSEN-STATE,1
54467,Well Name,36-1 MOORE-STATE,1
54468,Well Name,36-1 NORTH DAKOTA STATE,1
54469,Well Name,36-1 P V STATE,1
54470,Well Name,36-1 ROBBINS,1
54471,Well Name,36-1 SKYLINE-STATE,1
54472,Well Name,36-1 SOLOMONSON STATE,1
54473,Well Name,36-1 SOLOMONSON-STATE,1
54474,Well Name,36-1 STATE,23
54475,Well Name,36-1 STATE LAND,1
54476,Well Name,36-1 STATE LL&E,1
54477,Well Name,36-1 STATE-HIGH CREST,1
54478,Well Name,36-1 STATE-WEBB,1
54479,Well Name,36-1 SULLIVAN-STATE,1
54480,Well Name,36-1 UPRR,1
54481,Well Name,36-1 WATNE,1
54482,Well Name,36-1 WELL DRAW,1
54483,Well Name,36-1 WHISKEY BUTTE,1
54484,Well Name,36-1 WHISKEY BUTTE FEDERAL,1
54485,Well Name,36-1 WOLFE-STATE-A,1
54486,Well Name,36-1 WOODS STATE,1
54487,Well Name,36-1 YELLOWSTONE STATE,1
54488,Well Name,36-1-100 CHEVRON,1
54489,Well Name,36-10 CENEX-STATE,1
54490,Well Name,36-10 EMPIRE STATE,1
54491,Well Name,36-10 FEDERAL,1
54492,Well Name,36-10 STATE,2
54493,Well Name,36-11 HANSEN,1
54494,Well Name,36-11 STATE,3
54495,Well Name,36-11 UPRC STATE,1
54496,Well Name,36-11 WILDROSE,1
54497,Well Name,36-12 MYSTERY CREEK-A,1
54498,Well Name,36-12 STATE,1
54499,Well Name,36-12-P ERICKSON,1
54500,Well Name,36-13 CAMP CREEK,1
54501,Well Name,36-13 CIMARRON STATE,2
54502,Well Name,36-13 STATE,1
54503,Well Name,36-13 WILCO-STATE,1
54504,Well Name,36-14 GOVT.,1
54505,Well Name,36-14 STATE,1
54506,Well Name,36-143-101-1 STATE,1
54507,Well Name,36-15 E.G. PEARSON,1
54508,Well Name,36-16 STATE,3
54509,Well Name,36-16 STATE-PETR INC,1
54510,Well Name,36-2 BATES CREEK UNIT,1
54511,Well Name,36-2 BUFFALO-CREEK-STATE,1
54512,Well Name,36-2 CHEVRON-STATE,1
54513,Well Name,36-2 GRASSY TRAIL,1
54514,Well Name,36-2 MFS STATE LAND,1
54515,Well Name,36-2 MYSTERY CREEK-A,1
54516,Well Name,36-2 STATE,8
54517,Well Name,36-2 SUGAR LOAF,1
54518,Well Name,36-2 SUGARLOAF FEDERAL,1
54519,Well Name,36-2 TENNECO-STATE,1
54520,Well Name,36-21 LOWE-STATE,1
54521,Well Name,36-22 ANTELOPE VALLEY STATE,1
54522,Well Name,36-22 MOORCROFT STATE,1
54523,Well Name,36-23 FATHER GENEHUES,1
54524,Well Name,36-24 COTTONWOOD CREEK,1
54525,Well Name,36-24 LADD-BN-STATE,1
54526,Well Name,36-28-G 1 DIAMOND CORE,1
54527,Well Name,36-29 SO GEARY UNIT,1
54528,Well Name,36-29-37-21,1
54529,Well Name,36-29-37-33,1
54530,Well Name,36-29-37-34,1
54531,Well Name,36-29-37-35,1
54532,Well Name,36-29-UNIT,1
54533,Well Name,36-3 CHEVRON STATE,2
54534,Well Name,36-3 E-M BUCKSHOT,1
54535,Well Name,36-3 STATE,1
54536,Well Name,36-3 TRIBAL,1
54537,Well Name,36-31-10 STATE E,1
54538,Well Name,36-31-20 STATE,1
54539,Well Name,36-32 TWIN TANKS,1
54540,Well Name,36-33 FEDERAL-WOLTER,1
54541,Well Name,36-33 MONUMENT STATE,1
54542,Well Name,36-33 MULEY CREEK STATE,1
54543,Well Name,36-33 ROSS,1
54544,Well Name,36-33 TRIBAL,1
54545,Well Name,36-34-10 STATE,1
54546,Well Name,36-4 CHEVRON STATE,1
54547,Well Name,36-4 CRESTON III UNIT,1
54548,Well Name,36-4 LITTLE KNIFE,1
54549,Well Name,36-4 SPARKS,1
54550,Well Name,36-4 STATE,2
54551,Well Name,36-41 STATE,1
54552,Well Name,36-42 MILE BUTTES,1
54553,Well Name,36-43 TRIBAL PHILLIPS,1
54554,Well Name,36-44 FEDERAL,1
54555,Well Name,36-44 STATE,1
54556,Well Name,36-44 TEXAS PACIFIC STATE,1
54557,Well Name,36-44-H2 STATE,1
54558,Well Name,36-5 ANCHUTZ STATE,1
54559,Well Name,36-5 CHEVRON-STATE,1
54560,Well Name,36-5 LAND,2
54561,Well Name,36-5 ROSENDAHL,1
54562,Well Name,36-5 SECBSU,1
54563,Well Name,36-5 WILDROSE PROSPECT,1
54564,Well Name,36-6 GRACE-STATE,1
54565,Well Name,36-7 LITTLE KNIFE,1
54566,Well Name,36-7 WHITE TOAD HILLS STATE,1
54567,Well Name,36-7-4 ARCH UNIT,1
54568,Well Name,36-8 BOB CREEK,1
54569,Well Name,36-A SHAMROCK-STATE,1
54570,Well Name,36-A-21,1
54571,Well Name,36-A-21 NAVAL RESERVE,1
54572,Well Name,36-B-1 UPRR,1
54573,Well Name,36-B-10 WEST POISON SPIDER,1
54574,Well Name,36-B10 WEST POISON SPIDER UNIT,1
54575,Well Name,36-C STATE,1
54576,Well Name,36-D STATE,1
54577,Well Name,36-D STATE-WEBB,1
54578,Well Name,36-GEO ZIMBLEMAN,1
54579,Well Name,36-UNIT,1
54580,Well Name,36X 5-G HOGSBACK,1
54581,Well Name,37 BELFER NATURAL GAS,1
54582,Well Name,37 BLACK MOUNTAIN UNIT,1
54583,Well Name,37 BOEHM,1
54584,Well Name,37 CHURCH BUTTES,1
54585,Well Name,37 EAST POPLAR UNIT,1
54586,Well Name,37 ENGLISH-WN,1
54587,Well Name,37 GOV'T,1
54588,Well Name,37 HOSPAH,1
54589,Well Name,37 LATIGO STORAGE FIELD,1
54590,Well Name,37 MGCH,1
54591,Well Name,37 SANTA FE,1
54592,Well Name,37 SPRING CREEK UNIT,1
54593,Well Name,37 TABLE ROCK,1
54594,Well Name,37 UNIT,3
54595,Well Name,37 UPPER VALLEY,1
54596,Well Name,37 UPPER VALLEY UNIT,1
54597,Well Name,37 WHISKEY BUTTE,1
54598,Well Name,37-24G,1
54599,Well Name,37-4 UNIV,1
54600,Well Name,371-1 WHELDEN,1
54601,Well Name,373 CHAMPLIN,1
54602,Well Name,378-1 JORGENSON,1
54603,Well Name,378-C,1
54604,Well Name,379-C,1
54605,Well Name,37WC2 SE22 LOU,1
54606,Well Name,37X HOSPAH,1
54607,Well Name,38 CULP DRAW UNIT,1
54608,Well Name,38 EAST POPLAR UNIT,1
54609,Well Name,38 FLANK,1
54610,Well Name,38 MGCH,1
54611,Well Name,38 P V T LAND,1
54612,Well Name,38 S.W.ROLAND,1
54613,Well Name,38 SHOSHONE 7605,1
54614,Well Name,38 UNIT,3
54615,Well Name,38 UNIT (CHURCH BUTTES),1
54616,Well Name,38 USA,1
54617,Well Name,38-1 SILURIAN,1
